#Identifiant;Libellé_du_site;Caractéristique_du_site;Adresse;Complément_d_adresse;Lieu_dit;Code_postal;Localité;Pays;latitude;longitude;Précision_du_géocodage;Numéro_de_téléphone;Changeur_de_monnaie;Distributeur_de_billets;Distributeur_de_timbres;Photocopie;Distributeur_Prêt_à_Poster;Affranchissement_Libre_Service;Bornes_de_rechargement_MONEO;Accessibilité_Absence_de_ressaut_de_plus_de_2_cm_de_haut;Accessibilité_Automate_d_affranchissement_avec_prise_audio;Accessibilité_Boucle_magnétique_en_état_de_fonctionnement;Accessibilité_Distributeur_de_billets_avec_prise_audio;Accessibilité_Entrée_autonome_en_fauteuil_roulant_possible;Accessibilité_Pas_d_escalier_ou_bandes_de_vigilance_présentes;Accessibilité_Présence_d_un_panneau_prioritaire
07917A;ROCHE LA MOLIERE BP;Bureau de poste;19 RUE DE LA REPUBLIQUE; ; ;42230;ROCHE LA MOLIERE;FRANCE;45.4348;4.32251;Géocodé au numéro;3631;Oui;Oui;Non;Non;Non;Oui;Oui;Non;Non;Oui;Non;Non;Non;Non
07918A;SAINT ETIENNE ROCHETAILLEE AP;Relais poste commerçant;1 RUE DU FAUBOURG;EPICERIE GENERALE;ROCHETAILLEE;42100;ST ETIENNE;FRANCE;45.4103;4.44567;Géocodé au numéro;0477373906;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
07919A;ROZIER COTES D'AUREC AP;Agence postale commnunale;BOURG; ; ;42380;ROZIER COTES D AUREC;FRANCE;45.371428;4.103581;Géocodé au numéro;0477501986;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
07920A;ROZIER EN DONZY BP;Bureau de poste;LE BOURG; ; ;42810;ROZIER EN DONZY;FRANCE;45.7981;4.27695;Géocodé au centre de la commune;3631;Non;Non;Non;Non;Non;Non;Oui;Oui;Non;Oui;Non;Oui;Non;Non
07921A;SAIL SOUS COUZAN BP;Bureau de poste;LE BOURG; ; ;42890;SAIL SOUS COUZAN;FRANCE;45.7349;3.97152;Géocodé au centre de la commune;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non
07922A;SAINT ALBAN LES EAUX AP;Relais poste commerçant;LE BOURG; ; ;42370;ST ALBAN LES EAUX;FRANCE;46.0105;3.9373;Géocodé au centre de la commune;0477658335;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
07923A;SAINT ANDRE D APCHON AP;Relais poste commerçant;18 RUE JEAN BAPTISTE CHAMBONNIERE;L EPICERIE APCHONNAISE;;42370;ST ANDRE D APCHON;FRANCE;46.0338;3.92988;Géocodé au centre de la commune;3631;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
07924A;SAINT APPOLINARD AP;Relais poste commerçant;LE BOURG;EPICERIE GENERALE;;42520;ST APPOLINARD;FRANCE;45.3422;4.65229;Géocodé au centre de la commune;0474874288;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
07925A;SAINT BONNET LE CHATEAU;Bureau de poste;19 AVENUE DU GENERAL GOURAUD;;;42380;ST BONNET LE CHATEAU;FRANCE;45.4246;4.06382;Géocodé au milieu de la rue;3631;Non;Non;Non;Oui;Non;Non;Oui;Oui;Non;Oui;Non;Oui;Non;Non
07926A;SAINT BONNET LE COURREAU AP;Relais poste commerçant;LE BOURG;COULEUR CAFE MR CHALLANSONNEX;;42940;ST BONNET LE COURREAU;FRANCE;45.660948;3.944725;Géocodé au numéro;0675475038;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
07927A;SAINT CHAMOND PRINCIPAL;Bureau de poste;15 RUE VICTOR HUGO;;;42400;ST CHAMOND;FRANCE;45.4746;4.51496;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Non;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non
07928A;SAINTE COLOMBE SUR GAND AP;Relais poste commerçant;LE BOURG;BOULANGERIE VIALLARD;;42540;STE COLOMBE SUR GAND;FRANCE;45.8779;4.27469;Géocodé au centre de la commune;0477635882;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
07929A;SAINT CYPRIEN AP;Agence postale commnunale;2 RUE DE LA GARENNE; ; ;42160;ST CYPRIEN;FRANCE;45.538147;4.23745;Géocodé au numéro;0477366135;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
07930A;SAINT CYR DE FAVIERES AP;Agence postale commnunale;BOURG; ; ;42123;ST CYR DE FAVIERES;FRANCE;45.9694;4.09077;Géocodé au centre de la commune;0477649088;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
07931A;SAINT DENIS DE CABANNE AP;Agence postale commnunale;78 RUE DES ECOLES;MAIRIE;;42750;ST DENIS DE CABANNE;FRANCE;46.1737;4.21428;Géocodé au centre de la commune;0477600233;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
07932A;SAINT DIDIER SUR ROCHEFORT AP;Agence postale commnunale;AU BOURG; ; ;42111;ST DIDIER SUR ROCHEFORT;FRANCE;45.7936;3.84501;Géocodé au centre de la commune;0477766007;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
07933A;SAINT ETIENNE GRAND POSTE;Bureau de poste;8 T AVENUE DE LA LIBERATION;;;42000;ST ETIENNE;FRANCE;45.4371;4.39097;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui
07934A;SAINT GALMIER BP;Bureau de poste;47 RUE MAURICE ANDRE;;;42330;ST GALMIER;FRANCE;45.592292;4.316747;Géocodé au numéro;3631;Non;Oui;Non;Non;Non;Oui;Oui;Oui;Non;Oui;Non;Oui;Non;Non
07935A;SAINT GENEST LERPT BP;Bureau de poste;4 RUE CARNOT; ; ;42530;ST GENEST LERPT;FRANCE;45.4458;4.33628;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;Oui;Non;Non
07936A;SAINT GENEST MALIFAUX;Bureau de poste;1 RUE DU FEUILLAGE;;;42660;ST GENEST MALIFAUX;FRANCE;45.340812;4.420592;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
07937A;GENILAC BP;Bureau de poste;ALLEE DES CERISIERS;;;42800;GENILAC;FRANCE;45.532838;4.580795;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
07938A;SAINT GEORGES EN COUZAN BP;Bureau de poste;LA VERCHERE; ; ;42990;ST GEORGES EN COUZAN;FRANCE;45.702;3.93112;Géocodé au centre de la commune;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
07939A;ST GERMAIN LAVAL BP;Bureau de poste;PLACE DU 8 MAI; ; ;42260;ST GERMAIN LAVAL;FRANCE;45.8318;4.013;Géocodé au milieu de la rue;3631;Non;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;Oui;Non;Non
07940A;SAINT GERMAIN LESPINASSE BP;Bureau de poste;LE BOURG; ; ;42640;ST GERMAIN LESPINASSE;FRANCE;46.1029;3.96448;Géocodé au centre de la commune;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
07941A;SAINT HAON LE CHATEL AP;Agence postale commnunale;AU BOURG; ; ;42370;ST HAON LE CHATEL;FRANCE;46.0646;3.91518;Géocodé au centre de la commune;0477642825;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
07942A;SAINT HEAND BP;Bureau de poste;PLACE FOCH;;;42570;ST HEAND;FRANCE;45.5282;4.37326;Géocodé au milieu de la rue;3631;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
07943A;ST JEAN BONNEFONDS BP;Bureau de poste;BOULEVARD ARISTIDE BRIAND;;;42650;ST JEAN BONNEFONDS;FRANCE;45.4509;4.44602;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Oui;Non;Non;Non;Non
07944A;ST JEAN ST MAURICE SUR LOIRE AP;Relais poste commerçant;PLACE DES CHALANDS;LES GOURMANDISES DU DONJON;;42155;ST JEAN ST MAURICE;FRANCE;45.965;4.00882;Géocodé au centre de la commune;3631;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
07945A;SAINT JEAN SOLEYMIEUX BP;Bureau de poste;LE BOURG; ; ;42560;ST JEAN SOLEYMIEUX;FRANCE;45.5038;4.03914;Géocodé au centre de la commune;3631;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
07946A;SAINT JODARD AP;Agence postale commnunale;LIEU DIT LE BOURG; ; ;42590;ST JODARD;FRANCE;45.8805;4.13236;Géocodé au centre de la commune;0477626554;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
07947A;SAINT JULIEN LA VETRE AP;Agence postale commnunale; ; ; ;42440;ST JULIEN LA VETRE;FRANCE;45.8147;3.82516;Géocodé au centre de la commune;0477978305;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
07948A;SAINT JULIEN MOLIN MOLETTE BP;Bureau de poste;1 RUE DE LA MODURE;;;42220;ST JULIEN MOLIN MOLETTE;FRANCE;45.3226;4.61732;Géocodé au centre de la commune;3631;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
07949A;SAINT JUST EN CHEVALET BP;Bureau de poste;PLACE DE LA MAIRIE;;;42430;ST JUST EN CHEVALET;FRANCE;45.9136;3.8454;Géocodé au centre de la commune;3631;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
07950A;SAINT JUST LA PENDUE BP;Bureau de poste;LE BOURG; ; ;42540;ST JUST LA PENDUE;FRANCE;45.8926;4.24209;Géocodé au centre de la commune;3631;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Oui;Non;Non;Non;Non
07951A;SAINT JUST SUR LOIRE BP;Bureau de poste;10 RUE DE LA REPUBLIQUE;;;42170;ST JUST ST RAMBERT;FRANCE;45.5032;4.26216;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
07952A;ST MARCEL FELINES AP;Relais poste commerçant;LE BOURG;VIVAL;;42122;ST MARCEL DE FELINES;FRANCE;45.8681;4.19191;Géocodé au milieu de la rue;0477632598;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
07952B;ST JOSEPH LE BUTOR BP;Bureau de poste;115 RUE RAPHAEL BABET; ; ;97480;ST JOSEPH;FRANCE;-21.38068067;55.615121126;Géocodé au numéro;3631;Oui;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;Oui;Non;Non;Non
07953A;SAINT MARCELLIN EN FOREZ BP;Bureau de poste;4 AVENUE CHARLES DE GAULLE;;;42680;ST MARCELLIN EN FOREZ;FRANCE;45.497;4.16518;Géocodé au milieu de la rue;3631;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
07954A;SAINT MARTIN D ESTREAUX BP;Bureau de poste;PLACE DE L EGLISE; ; ;42620;ST MARTIN D ESTREAUX;FRANCE;46.2052;3.79899;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Oui;Non;Non;Non;Non
07955A;SAINT MARTIN LA PLAINE BP;Bureau de poste;LE BOURG; ; ;42800;ST MARTIN LA PLAINE;FRANCE;45.5462;4.59256;Géocodé au centre de la commune;3631;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
07956A;SAINT MARTIN LA SAUVETE AP;Agence postale commnunale;LIEU DIT LE BOURG; ; ;42260;ST MARTIN LA SAUVETE;FRANCE;45.8322;3.92359;Géocodé au centre de la commune;0477622142;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
07957A;SAINT MARTIN LESTRA AP;Agence postale commnunale;LE BOURG; ; ;42110;ST MARTIN LESTRA;FRANCE;45.7207;4.35424;Géocodé au centre de la commune;0477285404;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
07958A;SAINT MAURICE EN GOURGOIS AP;Relais poste commerçant;RUE DU 19 MARS 1962;CRISTOPHE DUMOND; ;42240;ST MAURICE EN GOURGOIS;FRANCE;45.403426;4.181065;Géocodé au numéro;0477503412;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
07959A;SAINT NIZIER SOUS CHARLIEU AP;Relais poste commerçant;26 RUE DE L EGLISE;CREA TIF; ;42190;ST NIZIER SOUS CHARLIEU;FRANCE;46.1532;4.1233;Géocodé au milieu de la rue;0477607270;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
07960A;SAINT PAUL EN CORNILLON AP;Relais poste commerçant;PLACE DU BOURG;BAR TABAC LA DETENTE MME FAVERJON;;42240;ST PAUL EN CORNILLON;FRANCE;45.398122;4.226008;Géocodé au numéro;0477357028;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
07961A;SAINT PAUL EN JAREZ BP;Bureau de poste;RUE DU SUEL; ; ;42740;ST PAUL EN JAREZ;FRANCE;45.484176;4.574003;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Oui;Non;Non;Non;Non
07962A;SAINT PIERRE DE BOEUF BP;Bureau de poste;GRANDE RUE;;;42520;ST PIERRE DE BOEUF;FRANCE;45.3795;4.75052;Géocodé au milieu de la rue;3631;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Oui;Non;Non;Non;Non
07963A;SAINT PRIEST EN JAREZ BP;Bureau de poste;12 RUE DU 8 MAI 1945;;;42270;ST PRIEST EN JAREZ;FRANCE;45.4727;4.37799;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;Oui;Non;Non
07964A;SAINT PRIEST LA PRUGNE AP;Relais poste commerçant;LE BOURG;EPICERIE JOLY;;42830;ST PRIEST LA PRUGNE;FRANCE;;;Non renseigné;0477629713;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
07965A;SAINT JUST SAINT RAMBERT;Bureau de poste;2 RUE GONYN;;;42170;ST JUST ST RAMBERT;FRANCE;45.4993;4.24218;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Oui;Oui;Oui;Non;Oui;Non;Oui;Non;Non
07966A;SAINT REGIS DU COIN AP;Agence postale commnunale;BOURG; ; ;42660;ST REGIS DU COIN;FRANCE;45.2834;4.44476;Géocodé au centre de la commune;0477518090;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
07967A;SAINT ROMAIN EN JAREZ AP;Relais poste commerçant;LE BOURG;VIVAL;;42800;ST ROMAIN EN JAREZ;FRANCE;45.5556;4.5344;Géocodé au centre de la commune;0477206982;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
07968A;SAINT ROMAIN LA MOTTE AP;Agence postale commnunale; ; ; ;42640;ST ROMAIN LA MOTTE;FRANCE;46.0848;3.98281;Géocodé au centre de la commune;0477645091;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
07969A;SAINT ROMAIN LE PUY BP;Bureau de poste;PLACE MICHALON;;;42610;ST ROMAIN LE PUY;FRANCE;45.5576;4.12416;Géocodé au centre de la commune;3631;Non;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;Oui;Non;Non
07970A;SAINT SAUVEUR EN RUE AP;Agence postale commnunale;3 PLACE DU 8 MAI 1945; ; ;42220;ST SAUVEUR EN RUE;FRANCE;45.2702;4.49562;Géocodé au centre de la commune;0477392145;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
07971A;SAINT SYMPHORIEN DE LAY;Bureau de poste;ROUTE NATIONALE; ; ;42470;ST SYMPHORIEN DE LAY;FRANCE;45.9481;4.21212;Géocodé au milieu de la rue;3631;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Oui;Non;Non
07972A;SAINT THURIN AP;Agence postale commnunale;LE BOURG; ; ;42111;ST THURIN;FRANCE;45.8153;3.87251;Géocodé au centre de la commune;0477971778;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
07973A;SAINT VICTOR SUR RHINS AP;Relais poste commerçant;RUE DE THIZY;BAR DES VOYAGEURS; ;42630;ST VICTOR SUR RHINS;FRANCE;46.004;4.2813;Géocodé au centre de la commune;0474640626;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
07974A;SAVIGNEUX BP;Bureau de poste;RUE DE CHANTEMERLE;;;42600;SAVIGNEUX;FRANCE;45.6091;4.0857;Géocodé au milieu de la rue;3631;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
07975A;SEVELINGES AP;Agence postale commnunale;LE BOURG; ; ;42460;SEVELINGES;FRANCE;46.0984;4.29635;Géocodé au centre de la commune;0474891426;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
07976A;SORBIERS BP;Bureau de poste;7 RUE DE LA FLACHE;;;42290;SORBIERS;FRANCE;45.4892;4.45032;Géocodé au numéro;3631;Non;Oui;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Oui;Non;Non
07977A;SURY LE COMTAL BP;Bureau de poste;RUE DES GRANDS JARDINS; ; ;42450;SURY LE COMTAL;FRANCE;45.536517;4.183897;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;Oui;Non;Non
07978A;LA TALAUDIERE;Bureau de poste;PLACE GAMBETTA;;;42350;LA TALAUDIERE;FRANCE;45.4806;4.43307;Géocodé au numéro;3631;Non;Oui;Non;Non;Non;Oui;Oui;Oui;Non;Oui;Non;Oui;Non;Oui
07979A;LA TERRASSE SUR DORLAY AP;Relais poste commerçant;LE BOURG;LE MAGASIN BISTROT DE LA SALAISON;;42740;LA TERRASSE SUR DORLAY;FRANCE;45.4473;4.58359;Géocodé au centre de la commune;3631;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
07980A;SAINT ETIENNE TERRENOIRE BP;Bureau de poste;2 AVENUE JEAN JAURES;;;42100;ST ETIENNE;FRANCE;45.4354;4.43617;Géocodé au numéro;3631;Non;Oui;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Oui
07981A;UNIEUX BP;Bureau de poste;24 RUE PASTEUR; ; ;42240;UNIEUX;FRANCE;45.4001;4.26169;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
07982A;USSON EN FOREZ BP;Bureau de poste;LE BOURG; ; ;42550;USSON EN FOREZ;FRANCE;45.3911;3.94222;Géocodé au centre de la commune;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
07983A;VALFLEURY AP;Agence postale commnunale;LE BOURG;;;42320;VALFLEURY;FRANCE;45.5213;4.492858;Géocodé au numéro;0477207701;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
07984A;LA VALLA EN GIER AP;Relais poste commerçant;LE BOURG;CAFE DE LA POSTE; ;42131;LA VALLA EN GIER;FRANCE;45.4152;4.516;Géocodé au centre de la commune;0477200230;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
07985A;VEAUCHE;Bureau de poste;PLACE DE L EUROPE;;;42340;VEAUCHE;FRANCE;45.561972;4.27624;Géocodé au numéro;3631;Non;Oui;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
07986A;VILLARS;Bureau de poste;5 RUE DE L HOTEL DE VILLE; ; ;42390;VILLARS;FRANCE;45.4674;4.3535;Géocodé au numéro;3631;Non;Oui;Non;Non;Non;Oui;Oui;Oui;Non;Non;Non;Oui;Non;Non
07987A;VILLEMONTAIS AP;Relais poste commerçant; ;RUE DU 8 MAI 1945; ;42155;VILLEMONTAIS;FRANCE;45.9798;3.95279;Géocodé au centre de la commune;0477631555;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
07988A;VILLEREST AP;Agence postale commnunale;7 RUE DU CLOS; ; ;42300;VILLEREST;FRANCE;45.99635;4.037315;Géocodé au numéro;0477699710;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
07989A;VILLERS AP;Agence postale commnunale;LE BOURG; ; ;42460;VILLERS;FRANCE;46.1215;4.22236;Géocodé au centre de la commune;0477606845;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
07990A;VIOLAY AP;Agence postale commnunale;RUE CELESTIN LINDER;;;42780;VIOLAY;FRANCE;45.8523;4.35699;Géocodé au milieu de la rue;0474639495;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
07991A;VOUGY AP;Relais poste commerçant;19 ROUTE DE ROANNE;VIVAL;;42720;VOUGY;FRANCE;46.1053;4.11965;Géocodé au centre de la commune;0477653017;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
07996A;ANDREZIEUX BOUTHEON LA CHAPELLE BP;Bureau de poste;23 RUE LAMARTINE;;;42160;ANDREZIEUX BOUTHEON;FRANCE;45.5272;4.26959;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
07997A;ROANNE ARSENAL BP;Bureau de poste;AVENUE CENTRALE; ; ;42300;ROANNE;FRANCE;46.0672;4.07729;Géocodé au numéro;3631;Non;Oui;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Oui
07998A;SAINT ETIENNE BADOUILLERE;Bureau de poste;39 RUE GAMBETTA;;;42000;ST ETIENNE;FRANCE;45.4319;4.38927;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Non;Oui;Oui;Oui;Non;Oui;Non;Oui;Oui;Oui
07999A;SAINT ETIENNE BELLEVUE;Bureau de poste;65 RUE DES DOCTEURS CHARCOT;ILOT CHARCOT;;42100;ST ETIENNE;FRANCE;45.4174;4.39367;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Non;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui
08000A;SAINT ETIENNE PREFECTURE;Bureau de poste;13 RUE CHARLES DE GAULLE;;;42000;ST ETIENNE;FRANCE;45.4434;4.38595;Géocodé au numéro;3631;Oui;Oui;Non;Non;Non;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui
08001A;SAINT ETIENNE SOLEIL;Bureau de poste;2 PLACE GARIBALDI;;;42000;ST ETIENNE;FRANCE;45.4502;4.40383;Géocodé au numéro;3631;Non;Oui;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Oui
08002A;SAINT ETIENNE FOURNEYRON BP;Bureau de poste;29 AVENUE DENFERT ROCHEREAU;;;42000;ST ETIENNE;FRANCE;45.4419;4.39858;Géocodé au numéro;3631;Non;Oui;Non;Non;Non;Oui;Oui;Oui;Non;Oui;Non;Oui;Non;Oui
08003A;SAINT ETIENNE BEAULIEU BP;Bureau de poste;33 RUE DE LA PALLE;CENTRE COMMERCIAL; ;42100;ST ETIENNE;FRANCE;45.429;4.41425;Géocodé au numéro;3631;Non;Oui;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Oui
08004A;SAINT ETIENNE COTE CHAUDE BP;Bureau de poste;12 PLACE DE LA REPUBLIQUE;;;42000;ST ETIENNE;FRANCE;45.4448;4.36355;Géocodé au numéro;3631;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Oui
08005A;ROCHE LA MOLIERE BEAULIEU AP;Agence postale commnunale;21 RUE DE L ABBE CL DUPLAY;;;42230;ROCHE LA MOLIERE;FRANCE;45.4184;4.31055;Géocodé au numéro;0477906778;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
08006A;VEAUCHE ST LAURENT AP;Agence postale commnunale;26 AVENUE IRENEE LAURENT; ; ;42340;VEAUCHE;FRANCE;45.569029;4.29648;Géocodé au numéro;0477109687;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
08007A;SAINT CHAMOND IZIEUX BP;Bureau de poste;152 RUE PETIN GAUDET;;;42400;ST CHAMOND;FRANCE;45.458;4.50507;Géocodé au numéro;3631;Non;Oui;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
08008A;SAINT CHAMOND SAINT JULIEN BP;Bureau de poste;1 RUE DE L EGLISE;;;42400;ST CHAMOND;FRANCE;45.4807;4.526;Géocodé au numéro;3631;Non;Non;Non;Oui;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
08009A;SAINT ETIENNE LA TERRASSE BP;Bureau de poste;21 PLACE MASSENET;LES PORTES DU FOREZ;;42000;ST ETIENNE;FRANCE;45.4665;4.37808;Géocodé au numéro;3631;Non;Oui;Non;Non;Non;Oui;Oui;Oui;Non;Oui;Oui;Oui;Non;Oui
08011A;ANDREZIEUX BOUTHEON A AP;Agence postale commnunale; ;PLACE VICTOR HUGO; ;42160;ANDREZIEUX BOUTHEON;FRANCE;45.5418;4.26696;Géocodé au numéro;0477554127;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
08012A;MABLY CC LES TUILERIES BP;Bureau de poste;RUE JEAN DE LAFONTAINE;CENTRE COMMERCIAL CARREFOUR;;42300;MABLY;FRANCE;46.066621;4.058933;Géocodé au numéro;3631;Non;Oui;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Oui;Non
08013A;SAINT ETIENNE FAURIEL;Bureau de poste;85 COURS FAURIEL; ; ;42100;ST ETIENNE;FRANCE;45.4246;4.40763;Géocodé au numéro;3631;Non;Oui;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non
08014A;SAINT ETIENNE MONTAUD BP;Bureau de poste;7 PLACE MARECHAL FOCH; ; ;42000;ST ETIENNE;FRANCE;45.452;4.38186;Géocodé au numéro;3631;Oui;Oui;Non;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Oui;Oui;Oui
08015A;MONTBRISON MOINGT AP;Agence postale commnunale;RUE DE L ANCIENNE MAIRIE; ; ;42600;MONTBRISON;FRANCE;45.5928;4.07327;Géocodé au numéro;0477582723;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
08016A;SAINT ETIENNE MONTREYNAUD BP;Bureau de poste;BOULEVARD ANTONIO VIVALDI;;;42000;ST ETIENNE;FRANCE;45.4707;4.40056;Géocodé au numéro;3631;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui
08017A;ROANNE PARC DES SPORTS BP;Bureau de poste;PLACE VIVALDI; ; ;42300;ROANNE;FRANCE;46.0579;4.09177;Géocodé au numéro;3631;Non;Oui;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;Oui;Oui;Oui
08018A;RIVE DE GIER GRAND PONT BP;Bureau de poste;38 BOULEVARD DES PROVINCES;;;42800;RIVE DE GIER;FRANCE;45.5201;4.59666;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Oui;Oui;Non;Oui;Non;Oui;Non;Non
